1,17,17,18,2.81,0,0.23,0,933.4,30.546,0
1,17,17,19,4.21,0.06316,0.18,0,932.3,29.944,0
1,17,17,20,3.5,0.0398,0.16,0,932.8,29.451,0
1,17,17,21,0.53,0,0.14,0,933,28.46,0
1,17,17,22,2.05,0.02341,0.05,0,933.3,27.087,0
1,17,17,23,1.29,0.04828,0.01,0,933.2,25.415,0
1,18,18,0,-0.65,0,0.1,0,932,23.029,0
1,18,18,1,0.15,0.11723,0.01,0,932.8,20.522,0
1,18,18,2,-0.25,0.10218,0.03,0,932.4,18.561,0
1,18,18,3,-0.74,0,0.11,0.007,931.6,16.968,0
1,18,18,4,-0.68,0.09994,0.09,0.007,931.9,16.721,0
1,18,18,5,-0.71,0.09784,0.14,0.007,931.8,17.742,0
1,18,18,6,2.11,0.19899,0.24,0.167,931.3,18.482,0
1,18,18,7,0.21,0.02614,0.28,0.167,931.5,21.01,0
1,18,18,8,1.16,0.0268,0.32,0.167,931.4,24.7,43.79
1,18,18,9,5.62,0.25033,0.35,0.013,929.1,27.886,215.68
1,18,18,10,3.3,0.0908,0.77,0.013,930.8,30.464,350.01
1,18,18,11,4.47,0.13402,0.96,0.013,930.1,32.163,439.94
1,18,18,12,6.38,0.23355,1.12,0.047,927.7,32.557,499.44
1,18,18,13,5.89,0.18204,1.15,0.047,928.8,32.745,486.42
1,18,18,14,6.14,0.18072,1.19,0.047,928.3,33.614,420
1,18,18,15,5.75,0.13934,1.24,0.197,926.1,34.202,297.3
1,18,18,16,6.19,0.13143,1.19,0.197,927.3,33.539,141.37
1,18,18,17,5.98,0.08993,1.08,0.197,926.8,31.925,0
1,18,18,18,6.29,0.09707,0.97,0.423,926.3,31.14,0
1,18,18,19,5.93,0.05742,0.82,0.423,926.1,30.154,0
1,18,18,20,6.11,0.05654,0.69,0.423,926.2,28.82,0
1,18,18,21,6.48,0.0739,0.59,0.357,926.4,28.155,0
1,18,18,22,6.35,0.06165,0.52,0.357,926.3,28.336,0
1,18,18,23,6.42,0.05998,0.48,0.357,926.4,28.848,0
1,19,19,0,5.69,0.0051,0.47,0.076,926.1,29.305,0
1,19,19,1,6.22,0.05402,0.46,0.076,926.3,29.744,0
1,19,19,2,5.96,0.0516,0.46,0.076,926.2,30.183,0
1,19,19,3,5.01,0.00791,0.47,0.076,925.4,30.565,0
1,19,19,4,5.47,0.0489,0.44,0.076,925.9,30.789,0
1,19,19,5,5.24,0.04852,0.42,0.076,925.7,30.847,0
1,19,19,6,5.33,0.06928,0.4,0.163,924.5,29.644,0
1,19,19,7,5.13,0.04825,0.36,0.163,925.2,27.718,0
1,19,19,8,5.23,0.04727,0.32,0.163,924.9,27.167,30.89
1,19,19,9,6.69,0.13522,0.3,0.447,923.6,27.625,134.83
1,19,19,10,5.79,0.03685,0.46,0.447,924.3,29.34,217.99
1,19,19,11,6.25,0.05915,0.42,0.447,924,30.875,273.63
1,19,19,12,5.74,0.02092,0.34,0.353,923.4,32.412,309.14
1,19,19,13,6.38,0.08744,0.34,0.353,923.6,33.629,301.4
1,19,19,14,6.06,0.09004,0.34,0.353,923.5,34.257,260.7
1,19,19,15,4.6,0.01963,0.34,0.217,922.7,34.058,171.57
1,19,19,16,5.37,0.08006,0.27,0.217,923.2,32.672,82.92
1,19,19,17,4.99,0.06807,0.24,0.217,923,30.043,0
1,19,19,18,3.11,0,0.08,1.3,920,26.413,0
1,19,19,19,4.13,0,0.05,1.3,922.1,27.957,0
1,19,19,20,3.63,0.03317,0.28,1.3,921.2,28.652,0
1,19,19,21,3.2,0.03853,0.56,0.32,919.1,28.171,0
1,19,19,22,3.15,0.03385,0.47,0.32,919.8,27.436,0
1,19,19,23,3.18,0.03431,0.37,0.32,919.5,26.634,0
1,20,20,0,3.07,0.02739,0.23,0.247,918.2,25.486,0
1,20,20,1,3.17,0.02426,0.14,0.247,918.9,24.193,0
1,20,20,2,3.12,0.01443,0.07,0.247,918.6,22.87,0
1,20,20,3,3.2,0.03503,0.03,0.18,917.9,21.411,0
1,20,20,4,3.12,0.11172,0.01,0.18,918.1,19.807,0
1,20,20,5,3.16,0.10077,0.02,0.18,918,18.117,0
1,20,20,6,5.26,0.13082,0.09,0.023,919.7,15.367,0
1,20,20,7,3.87,0,0.19,0.023,918.3,13.828,0
1,20,20,8,4.56,0.00304,0.26,0.023,918.9,17.811,51.34
1,20,20,9,7.66,0.19157,0.34,0.057,919.1,22.228,225.12
1,20,20,10,6.07,0.05314,0.56,0.057,919.6,24.298,362.55
1,20,20,11,6.87,0.07055,0.61,0.057,919.4,25.13,454.56
1,20,20,12,9.47,0.2287,0.67,0.117,918.6,25.723,534.02
1,20,20,13,8.27,0.11194,0.61,0.117,919,26.039,520.98
1,20,20,14,8.87,0.13583,0.55,0.117,918.8,26.353,451.47
1,20,20,15,6.81,0,0.5,0.01,919.1,26.328,332.54
1,20,20,16,8.58,0.10307,0.38,0.01,918.7,24.609,163.34
1,20,20,17,7.69,0.04764,0.28,0.01,918.9,21.327,0.01
1,20,20,18,5.89,0,0.07,0.003,920.8,16.484,0
1,20,20,19,6.49,0.06694,0.02,0.003,919.5,16.921,0
1,20,20,20,6.18,0.04215,0.18,0.003,920,19.842,0
1,20,20,21,4.63,0,0.5,0.007,922.7,23.347,0
1,20,20,22,5.45,0.0503,0.41,0.007,921.2,25.086,0
1,20,20,23,5.03,0.04852,0.32,0.007,921.9,25.322,0
1,21,21,0,3.08,0,0.25,0,921.7,24.463,0
1,21,21,1,4.12,0.05074,0.22,0,922.5,23.363,0
1,21,21,2,3.61,0.05365,0.21,0,922.1,22.261,0
1,21,21,3,2.36,0.01538,0.22,0.013,922,20.99,0
1,21,21,4,2.84,0.05062,0.2,0.013,921.8,19.564,0
1,21,21,5,2.6,0.04696,0.18,0.013,921.9,18.029,0
1,21,21,6,3.55,0.10555,0.17,0,923.4,15.345,0
1,21,21,7,2.74,0.03239,0.19,0,922.3,12.01,0
1,21,21,8,3.14,0.03397,0.21,0,922.8,12.322,59.12
1,21,21,9,8.28,0.34813,0.22,0.007,924.2,14.865,252.73
1,21,21,10,5.12,0.07457,0.63,0.007,923.6,22.011,406.2
1,21,21,11,6.7,0.13794,0.68,0.007,923.8,26.932,508.91
1,21,21,12,8.55,0.23729,0.72,0.003,924.1,29.649,552.23
1,21,21,13,8.37,0.23864,0.73,0.003,924.2,30.954,539.14
1,21,21,14,8.46,0.2582,0.72,0.003,924.1,31.527,467.85
1,21,21,15,6.22,0.10472,0.71,0.047,925.1,31.438,338
1,21,21,16,7.76,0.21642,0.61,0.047,924.3,30.24,168.03
1,21,21,17,6.99,0.16883,0.49,0.047,924.7,27.91,0.06
1,21,21,18,2.76,0,0.09,0,925.7,24.371,0
1,21,21,19,5.06,0.05346,0.06,0,925.2,22.789,0
1,21,21,20,3.91,0.00314,0.03,0,925.4,21.578,0
1,21,21,21,1.7,0,0.15,0.003,926.3,20.55,0
1,21,21,22,2.4,0,0.12,0.003,925.8,18.996,0
1,21,21,23,2.05,0,0.07,0.003,926,17.614,0
1,22,22,0,0.55,0,0.04,0,927.1,16.253,0
1,22,22,1,1.31,0,0.03,0,926.5,15.253,0
1,22,22,2,0.93,0,0.03,0,926.7,14.816,0
1,22,22,3,-0.48,0,0.04,0,928.3,14.685,0
1,22,22,4,0.2,0,0.03,0,927.4,14.157,0
1,22,22,5,-0.15,0,0.04,0,927.8,13.035,0
1,22,22,6,1.57,0,0.07,0,929.2,10.361,0
1,22,22,7,0.19,0,0.03,0,928.5,5.734,0
1,22,22,8,0.88,0,0.07,0,928.8,7.365,61.06
1,22,22,9,10.55,0.58592,0.12,0,929.3,11.842,255.11
1,22,22,10,4.56,0.03519,0.5,0,929.2,21.283,408.89
1,22,22,11,7.56,0.18659,0.47,0,929.3,24.957,512.03
1,22,22,12,11.66,0.48432,0.42,0,928.3,27.211,558.73
1,22,22,13,10.93,0.46179,0.46,0,929.1,28.794,545.72
1,22,22,14,11.3,0.53513,0.49,0,928.7,29.787,474.25
1,22,22,15,7.58,0.26813,0.51,0,927.6,30.095,348.56
1,22,22,16,10.31,0.49668,0.52,0,928.1,29.058,175.3
1,22,22,17,8.95,0.40617,0.51,0,927.9,26.789,0.25
1,22,22,18,6.02,0.19488,0.15,0.007,927.8,23.573,0
1,22,22,19,7.06,0.23192,0.16,0.007,927.6,22.407,0
1,22,22,20,6.54,0.1639,0.18,0.007,927.7,22.246,0
1,22,22,21,5.36,0.05147,0.22,0.123,927.9,22.411,0
1,22,22,22,5.8,0.06972,0.18,0.123,927.8,21.722,0
1,22,22,23,5.58,0.05423,0.15,0.123,927.9,20.15,0
1,23,23,0,7.6,0.19482,0.14,0.95,926.9,18.013,0
1,23,23,1,6.12,0.03482,0.26,0.95,927.7,17.705,0
1,23,23,2,6.86,0.04626,0.38,0.95,927.3,18.314,0
1,23,23,3,7.43,0.05013,0.54,0.593,926.4,19.55,0
1,23,23,4,7.55,0.06203,0.52,0.593,926.8,20.99,0
1,23,23,5,7.49,0.06194,0.52,0.593,926.6,22.232,0
1,23,23,6,7.83,0.09101,0.52,0.54,925.7,21.688,0
1,23,23,7,7.57,0.05241,0.54,0.54,926.2,19.884,0
1,23,23,8,7.7,0.04661,0.57,0.54,926,19.782,37.72
1,23,23,9,9.36,0.15984,0.59,0.197,925.8,20.98,196.34
1,23,23,10,8.34,0.03188,0.7,0.197,925.7,22.678,313.36
1,23,23,11,8.85,0.05138,0.79,0.197,925.8,24.569,391.92
1,23,23,12,7.97,0,0.82,0.33,927.1,26.341,430.9
1,23,23,13,8.88,0.06325,0.73,0.33,926.1,27.466,421.34
1,23,23,14,8.42,0.0615,0.66,0.33,926.5,27.871,366.68
1,23,23,15,6.46,0,0.58,0.017,926.9,27.472,336.4
1,23,23,16,7.47,0.04155,0.52,0.017,927.1,25.874,171.48
1,23,23,17,6.97,0.02378,0.44,0.017,927,22.859,0.64
1,23,23,18,5.49,0,0.1,0.027,928.5,19.383,0
1,23,23,19,6.12,0.18127,0.09,0.027,927.3,18.777,0
1,23,23,20,5.8,0.14325,0.15,0.027,927.8,19.151,0
1,23,23,21,4.65,0.02281,0.27,0.003,930,20.368,0
1,23,23,22,5.2,0.07839,0.28,0.003,928.8,21.941,0
1,23,23,23,4.92,0.08086,0.29,0.003,929.3,23.427,0
1,24,24,0,3.07,0,0.31,0,931.2,24.282,0
1,24,24,1,4.11,0.0801,0.23,0,930.3,23.767,0
1,24,24,2,3.59,0.06544,0.16,0,930.7,22.301,0
1,24,24,3,2.21,0,0.13,0,932.1,19.914,0
1,24,24,4,2.77,0.01349,0.12,0,931.4,17.563,0
1,24,24,5,2.49,0.01315,0.13,0,931.7,15.996,0
1,24,24,6,4.6,0.12703,0.16,0.003,933.6,13.943,0
1,24,24,7,2.99,0.00209,0.17,0.003,932.4,9.973,0
1,24,24,8,3.79,0.01917,0.17,0.003,932.9,10.959,65.91
1,24,24,9,9.64,0.39614,0.17,0.027,934.5,14.087,256.29
1,24,24,10,6.27,0.06121,0.55,0.027,933.8,21.807,408.22
1,24,24,11,7.95,0.1167,0.57,0.027,934.1,27.18,510.24
1,24,24,12,10.91,0.29818,0.58,0.033,934.4,29.821,563.32
1,24,24,13,10.06,0.23141,0.54,0.033,934.5,30.792,550.97
1,24,24,14,10.49,0.27045,0.51,0.033,934.4,30.71,480.14
1,24,24,15,7.95,0.06597,0.47,0.007,934.9,30.085,355.34
1,24,24,16,9.92,0.22448,0.5,0.007,934.5,27.947,183.06
1,24,24,17,8.93,0.15042,0.5,0.007,934.7,24.602,1.36
1,24,24,18,6.3,0,0.18,0.01,935.2,20.561,0
1,24,24,19,7.4,0.09819,0.22,0.01,935,19.01,0
1,24,24,20,6.85,0.08428,0.27,0.01,935.1,18.424,0
1,24,24,21,5.29,0,0.32,0.007,935.7,18.377,0
1,24,24,22,5.96,0.06146,0.31,0.007,935.3,18.374,0
1,24,24,23,5.62,0.05967,0.29,0.007,935.5,18.338,0
1,25,25,0,3.73,0,0.28,0.003,935.2,18.33,0
1,25,25,1,4.77,0.04353,0.24,0.003,935.6,18.397,0
1,25,25,2,4.25,0.03603,0.22,0.003,935.4,18.242,0
1,25,25,3,2.84,0,0.2,0,935.2,17.898,0
1,25,25,4,3.43,0.03447,0.19,0,935.2,17.514,0
1,25,25,5,3.14,0.02846,0.18,0,935.2,17.06,0
1,25,25,6,6.07,0.21312,0.18,0.003,935.7,15.575,0
1,25,25,7,3.91,0,0.3,0.003,935.3,13.524,0
1,25,25,8,4.99,0.01058,0.36,0.003,935.5,13.804,67.84
1,25,25,9,10.73,0.41783,0.4,0,935.5,15.301,263.64
1,25,25,10,7.63,0.1552,0.6,0,935.7,22.998,418.23
1,25,25,11,9.18,0.24047,0.61,0,935.6,26.443,522.29
1,25,25,12,10.01,0.27762,0.63,0.015,935.4,28.358,563.68
1,25,25,13,10.49,0.37985,0.54,0.015,935.5,29.86,551.64
1,25,25,14,10.25,0.41979,0.45,0.015,935.4,31.092,481.42
1,25,25,15,6.86,0.21695,0.35,0.006,935.2,31.814,360.54
1,25,25,16,8.96,0.39487,0.34,0.006,935.4,31.409,187.93
1,25,25,17,7.91,0.34373,0.32,0.006,935.3,30.161,2.44
1,25,25,18,3.89,0.10891,0.06,0,935.1,27.318,0
1,25,25,19,5.87,0.20571,0.06,0,935.2,25.585,0
1,25,25,20,4.88,0.12076,0.07,0,935.1,23.973,0
1,25,25,21,2.13,0,0.08,0,935.3,22.387,0
1,25,25,22,3.3,0.01986,0.07,0,935.1,21.171,0
1,25,25,23,2.71,0,0.09,0,935.2,20.53,0
1,26,26,0,0.66,0,0.11,0,935.2,20.351,0
1,26,26,1,1.64,0,0.1,0,935.3,20.203,0
1,26,26,2,1.15,0,0.09,0,935.2,19.933,0
1,26,26,3,0.23,0,0.1,0,935.1,19.495,0
1,26,26,4,0.52,0,0.11,0,935.2,19.149,0
1,26,26,5,0.37,0,0.13,0,935.1,18.914,0
1,26,26,6,3.6,0.11383,0.14,0.007,935.7,17.571,0
1,26,26,7,1.35,0,0.1,0.007,935.2,13.835,0
1,26,26,8,2.47,0.01935,0.08,0.007,935.4,13.132,70.99
1,26,26,9,10.7,0.53206,0.1,0.003,936.2,14.731,266.27
1,26,26,10,5.96,0.1137,0.47,0.003,935.8,30.307,420.84
1,26,26,11,8.33,0.25234,0.49,0.003,936,34.935,524.88
1,26,26,12,11.57,0.49887,0.49,0.003,935.8,37.225,569.49
1,26,26,13,10.99,0.45046,0.42,0.003,936.1,38.816,557.58
1,26,26,14,11.28,0.47976,0.35,0.003,936,39.851,487.32
1,26,26,15,8.25,0.23288,0.28,0.003,936.2,40.158,364.68
1,26,26,16,10.46,0.41445,0.31,0.003,935.9,39.334,192.37
1,26,26,17,9.35,0.33134,0.33,0.003,936,37.371,3.89
1,26,26,18,4.72,0.0097,0.08,0.007,937.6,33.552,0
1,26,26,19,7.06,0.19126,0.07,0.007,936.5,31.074,0
1,26,26,20,5.88,0.14343,0.07,0.007,937,28.996,0
1,26,26,21,2.57,0,0.08,0,937.9,27.31,0
1,26,26,22,4,0.0692,0.09,0,937.7,25.984,0
1,26,26,23,3.28,0.03625,0.09,0,937.8,24.947,0
1,27,27,0,2.56,0.00369,0.1,0.01,937.5,24.087,0
1,27,27,1,2.57,0,0.08,0.01,937.8,23.013,0
1,27,27,2,2.57,0,0.06,0.01,937.7,21.753,0
1,27,27,3,1.8,0,0.09,0.003,937.7,20.181,0
1,27,27,4,2.3,0,0.05,0.003,937.5,18.679,0
1,27,27,5,2.05,0,0.06,0.003,937.6,17.553,0
1,27,27,6,3.92,0.0861,0.08,0,938.8,15.678,0
1,27,27,7,2.5,0.02336,0.04,0,937.9,11.149,0
1,27,27,8,3.2,0.07242,0.01,0,938.3,11.104,73.29
1,27,27,9,11.67,0.62308,0.12,0,939.1,13.861,260.93
1,27,27,10,6.5,0.19712,0.18,0,938.9,34.894,410.89
1,27,27,11,9.08,0.3735,0.18,0,939,37.856,511.95
1,27,27,12,11.65,0.57745,0.18,0.003,938.2,39.321,576.84
1,27,27,13,11.67,0.58863,0.23,0.003,938.9,40.298,564.99
1,27,27,14,11.67,0.59195,0.27,0.003,938.6,40.753,494.48
1,27,27,15,8.17,0.29832,0.31,0.003,938,40.49,367.41
1,27,27,16,10.49,0.49093,0.32,0.003,938.2,39.235,195.89
1,27,27,17,9.33,0.40602,0.31,0.003,938.1,36.871,5.67
1,27,27,18,4.95,0.10965,0.06,0.003,939.5,32.667,0
1,27,27,19,7.08,0.23323,0.05,0.003,938.3,29.744,0
1,27,27,20,6.01,0.16646,0.08,0.003,938.8,27.275,0
1,27,27,21,4.07,0.04887,0.13,0,939.9,25.512,0
1,27,27,22,4.65,0.08616,0.15,0,939.6,25.078,0
1,27,27,23,4.36,0.06861,0.19,0,939.7,25.73,0
1,28,28,0,3.39,0.01201,0.23,0,938.9,26.538,0
1,28,28,1,3.85,0.05895,0.25,0,939.7,26.756,0
1,28,28,2,3.63,0.06275,0.28,0,939.3,25.973,0
1,28,28,3,2.74,0.02767,0.31,0,938.6,24.258,0
1,28,28,4,3.18,0.06364,0.32,0,938.8,21.933,0
1,28,28,5,2.96,0.0643,0.32,0,938.7,19.614,0
1,28,28,6,4.14,0.14211,0.33,0,938.8,16.708,0
1,28,28,7,3.2,0.04124,0.49,0,938.6,13.667,0
1,28,28,8,3.67,0.06192,0.64,0,938.7,13.194,77.51
1,28,28,9,9.34,0.45132,0.72,0,937.9,15.35,273.94
1,28,28,10,5.88,0.18107,0.71,0,938.6,27.555,429.35
1,28,28,11,7.62,0.28353,0.63,0,938.3,31.537,534.3
1,28,28,12,10.19,0.47256,0.53,0.003,936.8,33.61,582.27
1,28,28,13,9.63,0.43299,0.55,0.003,937.7,35.244,570.57
1,28,28,14,9.92,0.46247,0.59,0.003,937.3,36.153,500.09
1,28,28,15,6.76,0.23001,0.63,0.007,936.4,36.217,375.21
1,28,28,16,9.05,0.40736,0.64,0.007,936.7,35.073,202.37
1,28,28,17,7.91,0.33325,0.63,0.007,936.6,33.075,7.98
1,28,28,18,4.09,0.05635,0.21,0.003,937.3,29.763,0
1,28,28,19,5.86,0.18697,0.2,0.003,936.6,28.067,0
1,28,28,20,4.97,0.15648,0.19,0.003,936.9,27.113,0
1,28,28,21,2.89,0.06683,0.18,0.007,937.1,26.714,0
1,28,28,22,3.69,0.11266,0.17,0.007,937.3,26.631,0
1,28,28,23,3.29,0.09384,0.18,0.007,937.2,26.564,0
1,29,29,0,2.39,0.05002,0.19,0.023,936.5,26.224,0
1,29,29,1,2.73,0.06128,0.13,0.023,937,25.325,0
1,29,29,2,2.56,0.05309,0.12,0.023,936.8,24.072,0
1,29,29,3,2.77,0.06658,0.17,0,936.5,22.681,0
1,29,29,4,2.52,0.05448,0.2,0,936.5,22.599,0
1,29,29,5,2.64,0.05551,0.24,0,936.5,24.042,0
1,29,29,6,5.82,0.22958,0.29,0.017,937.6,25.04,0
1,29,29,7,3.78,0.04317,0.57,0.017,936.7,28.871,0
1,29,29,8,4.79,0.06973,0.72,0.017,937.1,33.199,67.88
1,29,29,9,9.18,0.34076,0.77,0,938.1,35.784,273.83
1,29,29,10,6.94,0.16746,0.9,0,937.7,38.608,427.51
1,29,29,11,8.06,0.24316,1,0,937.9,41.755,531.21
1,29,29,12,8.85,0.3005,1.1,0,938.1,44.522,528.14
1,29,29,13,9.07,0.34001,1.07,0,938.1,46.057,517.88
1,29,29,14,8.96,0.35259,1.04,0,938.1,46.183,454.48
1,29,29,15,6.74,0.20848,0.99,0,938.7,45.035,308.82
1,29,29,16,8.14,0.30316,0.93,0,938.2,42.853,168.36
1,29,29,17,7.44,0.23653,0.78,0,938.4,40.185,8.52
1,29,29,18,6.1,0.13909,0.5,0,938.8,38.321,0
1,29,29,19,6.53,0.15586,0.5,0,938.7,38.317,0
1,29,29,20,6.31,0.13096,0.5,0,938.8,37.981,0
1,29,29,21,4.87,0.02882,0.52,0,939.1,37.284,0
1,29,29,22,5.69,0.08643,0.48,0,938.9,36.081,0
1,29,29,23,5.28,0.07031,0.44,0,939,34.55,0
1,30,30,0,3.47,0,0.42,0,939.5,32.806,0
1,30,30,1,4.4,0.05569,0.38,0,939.2,31.122,0
1,30,30,2,3.93,0.05254,0.34,0,939.3,29.655,0
1,30,30,3,4.03,0.0792,0.31,0.223,940.4,28.41,0
1,30,30,4,3.65,0.04613,0.32,0.223,939.7,27.93,0
1,30,30,5,3.83,0.04442,0.33,0.223,940,28.121,0
1,30,30,6,5.17,0.11108,0.36,0.153,940.4,27.488,0
1,30,30,7,4.41,0.03653,0.46,0.153,940.4,26.946,0
1,30,30,8,4.79,0.05277,0.57,0.153,940.4,28.071,57.22
1,30,30,9,9.19,0.35048,0.59,0.003,940,29.512,280.94
1,30,30,10,6.51,0.11739,0.67,0.003,940.3,31.533,436.72
1,30,30,11,7.85,0.17861,0.73,0.003,940.2,33.613,542.03
1,30,30,12,11.46,0.442,0.77,0.003,940.2,35.656,584.2
1,30,30,13,9.94,0.28698,0.74,0.003,940,37.09,573.11
1,30,30,14,10.7,0.32655,0.7,0.003,940.1,37.98,503.56
1,30,30,15,8.38,0.11193,0.65,0.04,940.4,37.96,260.8
1,30,30,16,10.43,0.28676,0.61,0.04,940.2,36.752,143.58
1,30,30,17,9.4,0.215,0.55,0.04,940.3,34.174,9
1,30,30,18,6.66,0.0104,0.14,0.003,940.2,30.196,0
1,30,30,19,7.81,0.09669,0.12,0.003,940.4,28.359,0
1,30,30,20,7.24,0.06696,0.12,0.003,940.3,26.752,0
1,30,30,21,5.04,0,0.11,0,940.7,25.253,0
1,30,30,22,6.12,0.02262,0.09,0,940.3,23.845,0
1,30,30,23,5.58,0.00433,0.08,0,940.5,22.515,0
1,31,31,0,3.24,0,0.09,0.01,940.6,21.123,0
1,31,31,1,4.44,0,0.06,0.01,940.7,19.73,0
1,31,31,2,3.84,0,0.06,0.01,940.6,18.628,0
1,31,31,3,2.2,0,0.09,0,940.4,17.835,0
1,31,31,4,2.9,0,0.06,0,940.6,16.767,0
1,31,31,5,2.55,0,0.04,0,940.5,15.288,0
1,31,31,6,6.54,0.14084,0.04,0.007,940,12.248,0
1,31,31,7,3.65,0,0.03,0.007,940.3,8.184,0
1,31,31,8,5.1,0,0.07,0.007,940.2,11.104,86.53
1,31,31,9,12.28,0.50984,0.12,0,940.4,15.383,277.45
1,31,31,10,8.45,0.10883,0.52,0,940.1,24.949,429.5
1,31,31,11,10.36,0.22593,0.56,0,940.2,29.655,532.27
1,31,31,12,12.76,0.41403,0.58,0.007,939.2,32.381,592.37
1,31,31,13,12.45,0.36362,0.62,0.007,940.1,33.986,581.19
1,31,31,14,12.61,0.35934,0.68,0.007,939.7,34.824,511.4
1,31,31,15,9.64,0.07507,0.74,0.003,939.1,34.832,365.24
1,31,31,16,11.72,0.2617,0.68,0.003,939.2,33.454,203.17
1,31,31,17,10.68,0.17725,0.6,0.003,939.1,30.459,15.41
1,31,31,18,6.74,0,0.16,0.003,938.8,26.359,0
1,31,31,19,8.68,0.08126,0.16,0.003,939,24.732,0
1,31,31,20,7.71,0.06167,0.16,0.003,938.9,23.501,0
1,31,31,21,4.8,0,0.18,0.002,939,22.648,0
1,31,31,22,6.09,0.02995,0.16,0.002,938.8,21.968,0
1,31,31,23,5.44,0.01428,0.16,0.002,938.9,21.341,0
2,1,32,0,3.65,0,0.18,0.007,938.6,20.75,0
2,1,32,1,4.42,0,0.17,0.007,938.9,20.259,0
2,1,32,2,4.04,0,0.16,0.007,938.8,19.544,0
2,1,32,3,2.86,0,0.16,0,938.6,18.594,0
2,1,32,4,3.39,0,0.16,0,938.6,17.654,0
2,1,32,5,3.12,0,0.17,0,938.6,16.901,0
2,1,32,6,4.92,0.12102,0.19,0.003,939.1,15.447,0
2,1,32,7,3.54,0.09276,0.1,0.003,938.7,11.661,0
2,1,32,8,4.23,0.19743,0.05,0.003,938.9,11.501,91.78
2,1,32,9,12.22,0.47292,0.09,0.007,939.2,13.119,289.53
2,1,32,10,7.35,0.00008,0.27,0.007,939.1,26.093,446.07
2,1,32,11,9.79,0.15516,0.25,0.007,939.2,30.078,551.98
2,1,32,12,13.55,0.45335,0.21,0,939,31.646,600.64
2,1,32,13,12.67,0.32484,0.13,0,939.2,32.654,589.65
2,1,32,14,13.11,0.23289,0.05,0,939.1,33.375,519.45
2,1,32,15,9.75,0,0.04,0.003,938.5,33.584,392.26
2,1,32,16,12.29,0.27566,0.05,0.003,938.9,32.311,220.33
2,1,32,17,11.02,0.24718,0.06,0.003,938.7,29.75,19.72
2,1,32,18,6.42,0,0.05,0,938.8,26.258,0
2,1,32,19,8.64,0.12041,0.04,0,938.6,23.591,0
2,1,32,20,7.53,0.0503,0.08,0,938.7,20.983,0
2,1,32,21,4.51,0,0.13,0,938.2,18.293,0
2,1,32,22,5.79,0,0.09,0,938.7,15.823,0
2,1,32,23,5.15,0,0.09,0,938.5,13.764,0
2,2,33,0,3.17,0,0.12,0,937.7,11.991,0
2,2,33,1,4.07,0,0.01,0,938.1,10.403,0
2,2,33,2,3.62,0,0.02,0,937.9,8.789,0
2,2,33,3,2.18,0,0.04,0,937.1,7.15,0
2,2,33,4,2.85,0,0.03,0,937.6,5.545,0
2,2,33,5,2.52,0,0.03,0,937.4,4.108,0
2,2,33,6,4.64,0,0.13,0.013,937.9,2.388,0
2,2,33,7,2.99,0.13298,0.02,0.013,937.3,0.509,0
2,2,33,8,3.81,0,0.06,0.013,937.5,5.928,95.8
2,2,33,9,11.69,0.50275,0.12,0.013,937.7,11.142,292.94
2,2,33,10,6.99,0,0.53,0.013,937.9,24.351,449.15
2,2,33,11,9.34,0.10504,0.57,0.013,937.8,30.738,554.92
2,2,33,12,12.2,0.319,0.59,0.41,936.9,33.543,532.72
2,2,33,13,11.87,0.24161,0.59,0.41,937.5,34.571,523.09
2,2,33,14,12.04,0.20941,0.59,0.41,937.3,34.686,461.43
2,2,33,15,10.2,0,0.55,1.37,936.2,33.785,312.68
2,2,33,16,11.54,0.10205,0.55,1.37,936.7,31.932,177.39
2,2,33,17,10.87,0.02886,0.43,1.37,936.5,29.312,18.4
2,2,33,18,8.03,0,0.31,0.422,937.1,27.415,0
2,2,33,19,9.47,0.05878,0.26,0.422,936.4,27.645,0
2,2,33,20,8.74,0.05526,0.21,0.422,936.7,27.662,0
2,2,33,21,6.55,0,0.18,0.011,936.6,27.567,0
2,2,33,22,7.54,0.04821,0.17,0.011,937,27.347,0
2,2,33,23,7.05,0.04371,0.15,0.011,936.8,26.893,0
2,3,34,0,5.73,0,0.14,0.017,937,25.983,0
2,3,34,1,6.27,0.04974,0.17,0.017,936.7,25.269,0
2,3,34,2,6,0.05336,0.24,0.017,936.8,24.206,0
2,3,34,3,4.59,0,0.34,0.003,936.8,22.827,0
2,3,34,4,5.35,0.05479,0.35,0.003,937,22.358,0
2,3,34,5,4.97,0.04955,0.36,0.003,936.9,23.282,0
2,3,34,6,5.7,0.11453,0.37,0,936.6,23.487,0
2,3,34,7,4.96,0.00061,0.43,0,936.8,22.944,0
2,3,34,8,5.33,0.01551,0.54,0,936.7,24.111,99.92
2,3,34,9,8.56,0.25732,0.61,0,937,25.664,298.37
2,3,34,10,6.65,0.10738,0.72,0,936.7,30.239,455.43
2,3,34,11,7.6,0.16046,0.8,0,936.8,33.41,561.75
2,3,34,12,9.16,0.26674,0.87,0.003,936.4,35.461,609.81
2,3,34,13,8.77,0.23741,0.85,0.003,936.9,36.498,599
2,3,34,14,8.97,0.25472,0.83,0.003,936.7,37.106,529.03
2,3,34,15,7.02,0.11194,0.8,0.027,936.5,36.882,392.21
2,3,34,16,8.45,0.21128,0.77,0.027,936.4,35.396,224.63
